Image_ID,Label
VlSBtCMhjvudWvL,0.5874478333751706
wspbQyiHSHvjuPq,0.5893168051213099
UiyOTzcWAlZwtwb,0.3804795183839963
yuCrUdeBQEglGyM,0.6550689517051886
IfFFTqrtbBBkAtf,0.7353849743367156
VPCrkGLywRqsZQE,0.5835991713736075
QDirabKPmUVazFh,0.33720109809267795
VAdMyfpEssvJSxJ,0.27066227720153474
yJbdMABCMoLmxcI,0.37325318808481234
eXSnwvQRpcKcQSq,0.6196962874573785
wIHAcpLznCzlNRq,0.5930312800011919
YEewfeCAcfLJxVB,0.598355956938146
IOnpgdLVOPLMvja,0.70828988639402
xrnISxmaDgyoNDg,0.5642093095213432
DUiDHmwpnawEJac,0.5880882107755119
SWthuAWHktIDZzR,0.3941158882438218
GlvTePeJYywzFob,0.6013455009845361
zdWBMXILWOSUdNR,0.6374393091033481
WosNPjFhdvAwrqP,0.3339231013804221
KEQVyOjYBjDhwna,0.23762764725240468
EIIhzgfBIPhKJJs,0.8432991486425451
GimXkKSJQXtPidy,0.3852248668640612
EqoddbdEWkfFJWe,0.1781205843279333
aBJfiAhyCGdJcdd,0.5832770053689293
aWcEuhNurwitUkM,0.5932511455690178
gBpcrdEZwAOrGzm,0.5894898395249097
UJMiOnCbGTyyFSh,0.6444512115564549
oZxooqxYkEhrrvv,0.3417373055957067
nIpAESrtAnvZgAF,0.8709544940898676
beEztzrByabrcHP,0.9754518919579569
UDNtJpAHrVbImZN,0.4022575449622443
MuCWFwiyleFamej,0.6133731209251929
PpjNUqQmXbJXeZn,0.7263504062267431
gqipKOPhkKxPgXA,0.580134228106969
iOPsTjkwXHGqMIG,0.7798194400645503
nOvXqhAlMQPCaYM,0.6398229907135464
FlwSRiXGcKMpjsp,0.7827614492906995
BeAVnZczJKnLHkp,0.2639001196418869
rKWiEbiamZUIMFX,0.3599236693436671
fwhETKOArupQijQ,0.7829772158785783
tufxAMWbhcyoabs,0.7057750732217819
aljEXHqGarOTjtT,0.2140192386464419
RmDHwLtXbDUTqBP,0.21812147763320333
uUWPlqKVkFUXjwR,0.24719006522844894
utfRbnfKwLvPajl,0.7083126019666057
aYUNBkPUOeVojJr,0.34359072226353055
uYefLcooIuBNXkT,0.39405034252521765
ADTbLwWfdRwReul,0.6598435303417738
vrKVYZBacGhnoBl,0.3148223597729466
bbsKBYZEmVAgjsq,0.22155064011649983
scPtfWLPIvTuzyc,0.3207781429444594
EMgYfHWScUoxKPz,0.7660142454794971
yzHXAwOUNQbdvdA,0.8218165835011337
iugMYhGLSrZPisK,0.6772819103144074
bpKOXzguXWZGKns,0.3972205942423376
YwsctieTDJSewUc,0.8494634270645123
gnlrOlFiPjuQcIB,0.9758355635958456
EgogsvxrMBSaqcl,0.5843947624466141
YNSoezaCiKacRUZ,0.3840904517544886
hsRdEbTCndPeVtV,0.8867670774159446
ujIopmCTHooHzGQ,0.5587298758214266
tpPtjwlcaRExHZa,0.3326140338603165
YuXHYzHerdifpDF,0.8065143279493697
SqXgINaVAtUxCav,0.6215777956695194
UQhapaFQrodlyIJ,0.5476296131685972
wQRkGSYkJGQrspl,0.5936937724071132
oKccAERsKEbLsEe,0.8790668643919619
CfgpcmhjifXxJps,0.6156042117697708
wPNoRvGfFtVhKis,0.6764523264112321
rqVFzruWRDTmQRU,0.24668345648067797
HqbWLVaZjRQTNKG,0.6619076205812906
ZEhJSAOKxpxWkiz,0.3870198216129172
DYAgvMmyaJGRjuX,0.313230578039421
ujaqnROylyQTXZt,0.665806280637798
WLvZfUoGqfDQiQX,0.880589663070055
qQqMlAujzgUqyZz,0.6192434900905899
GYyqQtfcMxUbADi,0.23245015369009625
BclHkIsxzLxKblb,0.5720625640839198
YjpwkpmcysgvgNq,0.6808276057641861
dhTtKYfPjaljBSN,0.9218818329345324
oOZkCHeYvXJKXtG,0.18528963680043276
DIlxxqSnVrivKlJ,0.7095353168877416
cuNDKuTFtPrnThZ,0.6916714346440523
vyDAqQrfMivZXKr,0.39939916918534235
fEVgGAsTvVZCQue,0.766565931497282
yTMTpOTYUIDnhil,0.7490988499492912
cmlqluykjXAMJAp,0.598620784701565
GkBygYyVYFQIdWt,0.5828053173514496
feaDRAhtqQGEPgT,0.9872828138740988
pjvovmocmrdFNvU,0.31705171005369887
WoDSAVIKygzUDqR,0.9810431415273833
WZMhnlbnmrZwRFd,0.6128383283526262
cHPakBvGLbNbRiY,0.605182601097042
YugfWICQvLtpWgh,0.373345762819015
TiIDbcaJeBAqyGs,0.36794771958045974
LabqSvlRqAlogeI,0.6126251522072926
owgPcGwZuTyxFxt,0.9620405211016376
aTfSOcEzjIdGrYk,0.28541451055082523
eQldpcrmFBJPOZE,0.2770346413831136
fxCTrUcciCiUYVH,0.9806175218220351
oCyUlEaOTufuQLz,0.6096715973298875
dVMDasIqzWLKWBN,0.3497667078517153
BarINKbSAYIvfxl,0.6695616859465734
gvEZnTMIqSjBOmu,0.6447236321546809
IuseYbfpCMApjma,0.5835144273883803
gfjwBmDvqDfftDQ,0.7567681908665795
AFDbfuMGEQCzsYb,0.566876812152581
kyCshCvxzRngSPg,0.3424623780717725
OBGejzdNgFudtDi,0.38217085045654753
XuUHBBBFufLjYhf,0.6070449628619947
SpXcKYaFPbsCNZC,0.28996339354946554
RmAVNvKBnjvUEGs,0.3653527865680053
YuJUhIdmxFaNKsh,0.9157783289658339
TBXVnoXuFiMIRsA,0.6345592481992864
UXDhLMNUfhNcPHw,0.6971873626604164
KYLhPSImvpOERwt,0.26797464701071466
clavnlMOlmppeHN,0.987101111975385
NmMhyznAwuJKUyA,0.5752945586637673
kCMVRuroKZTxZJU,0.6202675284970676
LcyDGaJpJYOlXyo,0.3961940485269532
uuvDipOuFRTIVWE,0.8882123922185681
vjnbqBqQFwZjCVb,0.55285204561532
bEPhrADQOTUHrDf,0.6667751503337188
nefNWdwvQHxYrGV,0.4028659532694558
HSfLRQQtSmKCMLD,0.231718460650446
slYrjWaqjnIoMOl,0.8031166031886452
VZlJgrKsOZUmJZz,0.5916981848568894
ccmQprFjlcLTJKE,0.898090094764949
VKlPlCeXFWFZtMH,0.9951418517401647
chrcXxwrTFZhNsh,0.7877785987782019
SLmyljqNmQYyxNZ,0.782702007162777
iPpzzVEMtpHceRV,0.3625614294873045
WmiAjwRGpMaKaEo,0.6338046331837971
aBlHFmxdJwJnAra,0.1904522340896111
LXFofMxsIBEwChC,0.8025294816435362
NCAuIGsyKIIOAOE,0.6273735388274898
dzjTnvxIlykbOBJ,0.23380139254736193
VkAWJYhPMtkQxwc,0.14779226564986175
eecEpSEWbGbpJQe,0.22141962096246498
QGpkMgiSTfqtakb,0.6617095668353954
BUaJrIQKEmYDPrE,0.8113800288968072
TbtZagzkGXxDtTe,0.6008662511237695
GDdVEUWvXuJJeLg,0.6125520255223551
YizDlhkOysWMGeq,0.8011613467618244
QjKmCxDeRwxRSbJ,0.2288470729490242
botkuuxicylplCC,0.5991048046614484
lWwzlHtsrxVpHfs,0.3830791246744913
WAQGQQBpEmqTbeE,0.442087381516786
VqvLjYUrCcWJNZm,0.2885455707827984
RkIEgtUggfusSBy,0.3581674178266798
PCqDrGZQITMGABX,0.5891441800655848
KBZyFtuFoKsCYeg,0.3810148549445046
kTGWMOvJocStNVd,0.7366371126121938
ajDqDSAnXaPDSkQ,0.5922890577315264
ETUVeihsSWHCmOh,0.3274920541786494
oWTozxNLfKbZVjb,0.5763337455951579
FspPsAmnCuwMBfi,0.30261113385655486
UZOAAQxfQtGjJHr,0.6248031791968548
XsddZMXSGWqLDJa,0.3143685455753799
pKoyKvtRjEPhwYa,0.4101408414759154
CaAhvyLrYiYSXKQ,0.5836892959889768
IgEeVswuGwOQaBY,0.6418079344966855
yvRLbLVgBUSRCMI,0.740302919485114
wcBqLiLUlyElrTq,0.8147610993128314
OrKxtjEstiDAeEF,0.7665241125395874
IkKdOtaFnfUVfSv,0.8969746990684226
OtQODlLxgyCzVYA,0.3742605669307671
lUFuNYujpISlNWZ,0.6852728187228375
PKDWoytVkvVlUZf,0.6474932360272467
ZfBZKrTIdoJKGDD,0.9765937315751965
BvnjPtKMSOvJYTU,0.5898939342801722
QfLhhGbitKgRtzU,0.7363215191422514
QsmqKyHPRjagqiM,0.6436166389037423
htliMIEIBuMVsCF,0.6740841484752111
osUYOlMbpqYONGu,0.3855369482472972
PhbabQvCotctCAM,0.2687922021770268
lCGrudrglRKybsI,0.7820807992364878
RrwvBJnFMYSlbsS,0.7264115789934344
ftsgxzHIetiLJZD,0.5885874393272559
aVZmLCzThAkXkMe,0.23675446137810177
tHdnCTsRnWhsbtg,0.8443706739079069
rwrRraMTghreATk,0.19683045977878644
laTbiNvhAkAaNpN,0.6175320780637672
hMoUbKENhVRnTBp,0.40194794052305916
MuCxIrWBpOYhOfx,0.6907360590677666
MVEyNxsSsisilqR,0.7271817434787616
otLnyZCzjqjpQlb,0.6993455077817222
XGSlKIVZeeYlVVv,0.6999354651603817
gCouCeIEreeBKtk,0.5977135413451485
eCkfAawToRoQNRD,0.667663955360208
cuESPSUwcKSIUlN,0.6022290278866451
JycMELyiffDQsdE,0.3588256302669102
yYXXUUVdtLHsUWN,0.5712154560180469
eBajgJyNiyaGcHc,0.7179276702945538
kIWEQhqNIVRjemx,0.8242951751870833
skivkBvDaWPvqbE,0.583588539105139
ZvcVmYhDtJMbCxj,0.7303426029087603
xTMeyTUKfdtGyfg,0.7538022974242818
OPxgaqJFvwEBGCR,0.42354034240115845
FDXsQKlnFvsMvfe,0.34302410742522876
ifllcrVmkUGOAnk,0.24012721119689312
ohpMHMWArQGIOPb,0.6556504574671776
iACBlsiteiltEuM,0.6020961039303526
WtezsGvwEyyRFBA,0.7516806966094804
ayRQnNxspjVfVIs,0.3311103935618108
HUwZrfAjkuOIZaL,0.378089777416589
FQVQlIkccGzzTVW,0.6030178934476891
txAmxVBlkoXVyqE,0.6230445852981067
nAJZkrKQLooJXHA,0.7499716658699618
qbTVKDrTLWofFcd,0.4178357786844619
qejeXvjoIfCkDag,0.8154097325759762
KiLbjAfYuoqviDy,0.5958787150741407
KYsFZCbtGMqlcez,0.286523819282557
VjCXhMrhSpeHNWo,0.9855132896343826
IGrcovwjvFWDyvx,0.3669305274660205
maVIYmDMjoMKjhE,0.6043892174657401
zWPAUJbuRHhMSQu,0.5822926397071801
OmVmwvYtSkBWFxz,0.7309837116913465
EDEmUEtmZvKeOCc,0.6271147872609906
WnNDFcGQeWqtNPZ,0.6096656575452609
MXiFiiGSGgRUvVd,0.2928248515566082
JFLveKbkfBJIRer,0.6452340854031691
YoCQmSusMrOjvnn,0.612572933902039
tQzolFeKtVifqJE,0.9573654331873548
lAZpZrHPkEoWYpx,0.6036404729813449
ZlBzSvmJWbwxPSy,0.6393932766366446
yAWcRTbERJBGQJH,0.854307491281248
FMgbbmkRhyHAoim,0.8655834233274892
HcEWmJVirkNGHAa,0.3363717450085236
UfVpFTZALimtKeI,0.7254484438550244
geyPYOJanTuByIU,0.9734727379718225
PezYmpwHbdgxINh,0.8445900389930208
sNAiEJYXWdoDood,0.269249291185848
SBDGThlvTgythko,0.9212012881779127
SXnlyTPMfKWxNEm,0.34459037459045705
eAfRSrDwkluPQhE,0.627666549303447
iPaMHUBKoaFaHmr,0.6710468403396399
fubVriniTsMPHJZ,0.7326940937852601
BCfucDZzxUlygkx,0.8622944196271227
ioQaxSlotTsLiHw,0.5961246269195026
piCuRaelzWNpbkb,0.34970246621359413
NWPTBSXrfsRKcFn,0.3300530628375992
TuMlIAQdnyWUtVk,0.3218132207410196
qrmpxJLtsjULqAB,0.8887547820220124
POzhoYCHjMiQnHk,0.6237685857309668
fmVrHyWMPLaBqoc,0.5736962487760158
TOsLElljZuWHrgy,0.6754014865773532
pTAdnVmEjCDSBgP,0.5767443620237006
jwtWPoUkTuQHXtF,0.5937982123173864
OowPJNoDDKVNeAx,0.37541019251180935
tPADLXKAVAIkVeH,0.31680536427814476
zPjnsmjNiTRSUSP,0.140028393217268
AkBFKDMIjWxWaQd,0.6141938458692133
bBwBOSVLDdOOwee,0.5869842357926696
VryDDrGwgJjjGmI,0.7486553451940541
UrafZPkWGpEUAyz,0.3785114001001384
jloQKVxEMUFTdSu,0.5757425452830439
itlWwOmzviSSPjn,0.29036300007647764
WUjpOyCRTWGsdyj,0.5664343620897968
YosKDqoYNDiPMOI,0.7727645332632023
JKyFKEzIbKbakfI,0.5886930786488439
VLUeCPRfiKMSiio,0.5638910885243071
UBjUEMbozXXvoGw,0.3380806416247309
VuHExtflfEgrLSI,0.6025506207304853
uFaCOcSmCQkQMyD,0.41730974003224597
diPmZGBWONZLxSV,0.5646332907542851
UAnSxEwYPJhqGZh,0.20564855271741378
FltSVIxFHVIvZXB,0.9865723040500054
ZzfPsCiKVhwMTOm,0.6457628441905731
hNqrzlNrzReJyfB,0.6128902145225963
SehUjbSkEEcNpmV,0.39752642581452247
CLDVSHfzrsMFqwP,0.7973057664718626
PgPvxqXRqTdYQaO,0.297658338768334
hpFlBoVPwUksSCh,0.5961728233021559
fzHqygQGYHxglSA,0.4304179579282253
JjzhMDEvAcyfKlq,0.5854941996798873
hiwMJLpKRcnHuZV,0.7161065453366117
rvdYgDcKokpMcCj,0.5719016967349829
NCPQIJQqUyeEHsp,0.7556500481841094
gbJoADBqvphQLYR,0.621012302511557
KliNzrsSBnukLeh,0.5691339245565822
DIcIcxoBJqkOvxY,0.23766960521063069
AifvwJodlxylcAL,0.6017293590059061
whdraHvraVQzqSb,0.1566619848131744
EJPRuomvLdfbYEo,0.6353167209618928
aRcIVFYMTWPVkEY,0.7809210410801383
hdPlDlprjeXVbYO,0.5863571257650069
gXZvkuwYPXsbImv,0.30259015696247044
yXXwrmtCeiEMVpm,0.17573478678085588
xZQCnyCCTDQUHif,0.6877358036737888
QGevqQhjmDszYzV,0.7013144363270729
VkovgfCJBEWnXPE,0.4242670559771493
MdMFMLFGEmtOgkd,0.8387089614107242
BIislYegotEVsWE,0.597584837492823
cxNjNEobxfWYcuX,0.30745142793109886
bbVsjmwkTePQfcy,0.6101314646068956
QarMtIWtjGgsZgp,0.6470517923096344
znunOqVvdejHzUq,0.6013179674280538
uKXAjNiBwnYPPNs,0.6468972886565187
IpnREEtIuQOTaMj,0.9893281132767648
KEfSFHDxYkayOLl,0.6361289056175351
XXUDJXxmcUxmZGr,0.6117408990947796
yjipsIzDuZiitex,0.22050399046926322
PvHLBMJJsmfeeqA,0.6782470481575592
LWGMstiXDxZkrOw,0.9727025398880926
JMJXGeEOiZyHoHd,0.7215891940419106
CWcCPuRIelvjbUh,0.2728700448453354
IswoYrorOdRnCBs,0.6477919669374079
wDTGDhWsmdajyPs,0.3148718775668864
cUZAGryoCYhhsml,0.3504978838406018
hhmBztjQnvvzayt,0.917021663494352
zEGexHQEEjmMkMJ,0.5993555904585803
AhIrhloIwylmlUj,0.6640875651590972
BzauGCZXffTpRnv,0.6804254557212928
lgkUZaBzDgXiDLG,0.6031099192493816
OnighztFWZJTJdU,0.6333427244108734
ByhCkBQJmHYQzYo,0.6219569720437101
jjiIVYhsWwKvhOh,0.9806856251272834
QaumosOonGvvlJa,0.6620938516442566
mkfezRnEeMSjnAT,0.9650177227343752
VtRyjIDMnubTUGw,0.3009841450488451
deVWbumZuYpYBGn,0.7054523656078934
BdndVBWgOGljbEP,0.7210404482504947
ZJmBtEtpsPeJWvM,0.40606237453268323
fOVWxgSIBprsCzr,0.5608525525177532
tJOXmQSFcXmKboc,0.6557513052723681
benPhdOCOVLVxFf,0.5782878767091353
IYFrheAGRobafcj,0.6117440520464758
QDYyyoWtXfoHVCl,0.2667817053819215
ocISqzamxWUYzKW,0.22798983967429587
ZTRdGWhAHnINnjV,0.6072284137716398
aLlTBPwSrpSeYnY,0.30681314847190727
bFCukuIIlseAYhU,0.4099590150690314
iWUgZAZamqlrEoO,0.9497804508255985
bUMmlyhYeAeKdyV,0.5835907537032259
zyNiEIlaSlLgFOi,0.9847788964829374
tMSlUkpBTnMlSol,0.20416898493651442
NQHBmWhapTOJTuc,0.6407883396246238
oOfwfRgfhprvrXy,0.6185486271147802
gfZeuHhLJNEYaHN,0.9281832295161552
yMCDkqlFKWJrgtD,0.2773059716479596
OCiWwERzUnYcGWq,0.7192560107723981
TBUoLCcvOOSOVOn,0.8171387696040524
UuTSzYEGxdDYLgf,0.5781857866708663
ELgchZdcNtijfEt,0.8901301391314058
XXKrxHZMjouPsKN,0.8256734217320252
eiPlesGWRnZilkr,0.6293998862614801
YSCRTssLiACApdd,0.4120453464872807
THMFIlIEMLMagMD,0.6523084546178185
QTyrldewCawrEEQ,0.8630897735688584
UJDBogtzgdLcHsY,0.7558916245615146
uUtDdvjZgECjmdF,0.5680131229702831
xcOmenyryNwlgja,0.5659812025775934
ZotuheUuworsqjF,0.24820454748437995
GKjsJvfEotagGke,0.6067489364476373
MixgOKnoceZerNs,0.26390553623464014
MZxZWJoPDyScXUP,0.5869202004322739
vCzWBLkwwnqfApY,0.7913301831436194
GgCeVMHrQTFtQLu,0.6761316480156774
zciBYLyxzJhzWXl,0.5765720171582075
NTjioTenkWqebMr,0.24935056161338143
wEhxniWTQajFBwh,0.3243356735941473
GeynWobLOcjmCNU,0.57330671910895
FgpMgeyOYnkkWkF,0.7797734772725812
XRhDRVTWoBoCfDn,0.8441357603931073
niFjdPeSYaWDWlC,0.3014568665874778
rYOjlmQpXFiavqY,0.7403042256860237
KcTXkTuApiKFRnD,0.6406890621484805
FxlusnXZCmjXOGl,0.6538561215529705
rROtNgDGAtfmEJe,0.9079058461342122
LVHkGMeJItlQpkB,0.6280659629559422
JcxwfIqasOHVpkk,0.3961019032110139
zIEXxGQgYqjVAja,0.30795136087405345
vwarUWkDylPNzGE,0.979470569353331
HiemOoUycsBGiKz,0.231430817865802
mxMmWhsqLNajRqA,0.3958374433205777
ZvFbgkPecGrUESu,0.6191966198739186
cBTwHAqCmDBEjWR,0.5849360377224277
xemdEKGEvsTFfRo,0.6077026549143516
nRiPJkgCjnAcYAu,0.7911775619489317
bVDyQrCZbRImzDh,0.9929884781746069
FUSFotGZipLKCTC,0.1983645407083055
SIPSLQxDYyxFWLS,0.1891071254917815
wPjuxOcbrrXzNDC,0.685672319697852
yfaoOFuUSnpyFwN,0.5943574898369374
iaQpNTIPUjUwpfL,0.32623651689252064
boZHLMmoEKQelIs,0.5490295584439546
tFIVANDAMSbTjCw,0.7308256242153531
doPEGaIhDisEJDF,0.7243802317817054
jMXyRtVQGfFpaGs,0.12489856879135422
hgxGSRxfUuNWcfx,0.3172196444134679
EfTApaCLTQjoNMw,0.5852752772594304
wucMZtgXobbspON,0.6123125952884805
dearaJIPXPaWWui,0.3776611578950976
ykKylyqDXPmWIBm,0.5958044720247182
zVmoZQHKHSzgbOj,0.20732988061479599
uAcdocigYyFTkcC,0.6702785001422915
IftvJaZKyKyKqzj,0.5839280530030122
zHOGrOqjxTNmlzb,0.7847851891982347
afBAJmgHvCRPmvt,0.6296176158864357
zKghykYPdoExzWf,0.2914148037685614
AqomlrcksUFlpQV,0.6233685940777722
ZGXoLWMcSkgIbyC,0.5970894953450285
cjmhGmCZlynaVyh,0.22734714479403859
IktSTdfAXGkxyBq,0.6191437785530634
WhUjBWNRaDbXgsK,0.9216918642026262
GZyXxODPsZhLvzk,0.4072900830923054
loEHtEumEjFIZZd,0.11424247291922048
yUIZOclAbMzIiPf,0.6181675890941684
DLhXXOTGtnrIXFt,0.9641756085847168
ATBQkgEcTkRyzFZ,0.38815537450081544
wwesaypNqrODdPg,0.6130793739558986
ohzvdpKNYLhREMp,0.9761377032313315
HlyCYBYPBmMukHI,0.7033786561570294
nMhOZlqJmeBcmRB,0.3297885117008295
kdOwMMmExNopSQk,0.34955529046211975
ShfAvgzGfXHlDkQ,0.9870866188447458
xDnIUCEPAeojtXK,0.622866971596508
aaDNqCBveuwaZzV,0.8063978752105947
beZakjXBiLUdGOb,0.9844457822220586
rvGSvVDQbSuaVfa,0.668161635685713
chjGITeRwAdbiAP,0.6291874907448827
weyvLYFvXOBjFoa,0.5997524458195094
xvGDbPLGgasChnz,0.6997355319894991
vmEdmJUCIZzXpIA,0.4038011092551569
SxfTwYjxjKTHjNe,0.2035612340910221
KaMLoNdCpURgezr,0.6641152055568498
FDIKyJeuyzpLmne,0.6620327682098232
SVeWIrlsFffQgRg,0.8670175968534406
nAyfyGbZTBVoCKv,0.6032276586062786
YrcNulOOGWsOThQ,0.7020974531739026
dfuZGDTIWVYlhlN,0.42694079406700963
bfOCIjXMXPRqSoL,0.6963126789076945
YKpuJgoRlyzZSFz,0.3697840477218529
yAkETNABrBUUxKv,0.6250215208548686
QHyrxPLNBboEDDI,0.5575975013198851
lNtILXuNppZunsg,0.43279830302357447
syfePxwAQRviBQW,0.8827999872620453
dpBPhTIedZOaeZM,0.37489669725424424
etREDepImNEDRQi,0.2854193657017167
zyCsvmZjNqySTLB,0.638474998957221
WwZFNLzeLHSIQdX,0.5662769103329268
ZHmtUqxoVGWFJxo,0.42069696880067875
uRfLhNQTMRXwVlR,0.7889870356600159
VPvktanFjvytERv,0.5840370754016613
nZudufxSXWeAbtr,0.22655264016189708
toNegiIuIVsMFvE,0.6219197625659735
GlePeSTxoGYdQdj,0.35997225524611376
EaicCgJDNhMSmUx,0.5576830144811762
NsXlTgJYHXLeSkQ,0.6898876847917332
ZoyrJdJLeAnfMbK,0.25488352290685434
sCtveWFQgenRXdd,0.3073039564315494
diaMLdqFJTIAeTF,0.8292881220688229
eFMYzmtVzhCBMIH,0.23513446629848528
OqwLeGaFhJKFcHb,0.592045829076967
mmqRzshOgixVmPM,0.3310300989993152
CXqjeZtNfFWKngU,0.583483380211647
ONuIUuImEJlohHP,0.6343230660012626
eEaLwkbqHEZrPcT,0.6567986979121843
GHMbHFBFNMNOGgn,0.4191699115603688
UiUSqJglYHfGhEM,0.6895847034771814
letOGtKpvJvVRxz,0.6259968576098014
dQNizcOpgtMFHXp,0.8135038914942359
YRCmOBxYVqqOeOz,0.5557083629326494
UDkmRkTdpDWZDWT,0.9752048237463511
IAvcoHjThaPWDVi,0.39319144497502057
TieToDUZvscKAXp,0.719380600973634
ELAHTrEDqgsYSrK,0.39064130744932296
eXpOHDFfrMsrOBS,0.8449787853213818
JWVQUkwWMXGTvse,0.624335242661282
pmdMsqomfZltgdC,0.607970597574942
sVmkvqbdugDAsLz,0.5843365373221844
wdXjuZforVcIkDr,0.5859480560878327
jlnjNTnuZewwIIO,0.341239991360621
FULBpJNeKcaSKMd,0.927797785690087
dFPmxSyxsuVQvqd,0.9829927516834471
kCfLswQztenQiZN,0.6338511215473458
iSwDqQUExKTyFUY,0.3288402413270895
mFQHasDGEXwANhP,0.6424235253240054
npvIjTvuKCiKqBW,0.6319477241243052
FmLdCuuOiKMQzUW,0.3879553678960589
EDuQuNhrktlcvwO,0.3190266973334489
BjJuxBmfSeJGEda,0.5928560822069963
cbqVxLpsZecLmRc,0.6068034875434871
kCghWaIpwtHZirW,0.6084223847842442
UtrjxFpLfbbbyoR,0.597839942680473
bjIKbGkvXxzMLPK,0.6252721322018593
LkkesZAIsdBLzBs,0.36602561290506824
ciZrDQgnLLjvHtb,0.22893076598868467
sSJeMTxtxmUhLEw,0.3477885480891877
fzmsfWRlwgCtxwY,0.6103777840674713
zmUqNNCgTalmPOI,0.7203325648280573
MTQDHsNyCLRkSbD,0.36184925843367516
oSnSIqUTKUnKhke,0.4275480080180081
yiCoDNhojMLYmiP,0.8822048036918708
nyYnbSKGzKBvesh,0.5780546857997121
IdwEeIWkIXAJwBB,0.5780716993792093
nzkXYainBLWgiSF,0.8028532223904864
DTerGehCkDQRpRt,0.5722950615028884
fZghQelzCBASgWe,0.5575777699762895
VrAwuXURSMwCBXw,0.5950926980267778
hRMqpyENjJpaWDQ,0.6435945236220805
HWzrrysrqcUxUNh,0.6071180214586391
lqhfZbqOvxwwPeH,0.6334173086081419
CtnNTOdqELrKObA,0.5617073058366323
AHLmTTvBmLXJHes,0.612930073531675
NSGXgaDVCOXfbOo,0.910900508821519
McRvorFQgjXqpdt,0.36191199292939186
exWMsmgxgNNUGFA,0.7797373508075301
oioJOZDQcsmOITZ,0.6258505414524715
gXynXldAIatUjaM,0.22462075468118226
FhpDrZNnXiLXhzE,0.5679348340461245
xfagUlNJdkoOwFI,0.5973504833438195
fCDCaikdZqYojbn,0.33597227155774545
rKPubIVDIEtICMs,0.7045666647299458
fszxqhesRDQUqdf,0.8669656771350742
ycjXgbuIzaQzdjx,0.6141736553648004
NmZuvmRNKERaOTv,0.12649743951650813
nWlmZWsbTWRdMTh,0.7283660710311812
jOdLeCZjYoOoexz,0.6154569615135869
jHiNcFGRUgrdAGz,0.3624113565122719
ESOTbHZrPXNtCaT,0.7812011393518735
wBFOaFCglqVSXJc,0.6079380941959477
xyxDBWaUOUDCjCK,0.7970704863032088
yBoWgLBSbwKKxtI,0.12177557049880183
naVTuEfIdHGkqQP,0.6529789525004346
